"id","name","short_desc","long_desc","composition","department_id","style_id","code","primary_picture","price","old_price","discount","visible","available","best_seller","page_hits"
"181","Black ribbed shrug/cardigan ","Black ribbed shrug/cardigan ","Our signature waterfall ribbed cardigan, will flatter and fit the curviest lady  . Selected by leading fashion magazines, this cardigan is made in 4 sizes, but fits everyone from a 10-26. Redefine your curves in black,  and  look out for this long line cardi in  new seasonal essentials- taupe, black tulip and cardinal. (20.0201. & 61.0674.)

","100% viscose","4","12","490450","16b17a6d121e70b2c654d73bb8c4cfd4.jpg","85","0","0","1","1","0","872"
"182","Mocha/Coral print shrug","Mocha/Coral print shrug","Soft and sensuous silk devore in delectable coral and mocha print makes the perfect cover up for the prettiest dress of the season. (see 71.0752.)

","Silk Viscose","8","9","610675","578a1c27535dc7b0b86a2fd4be514f76.jpg","85","0","0","1","1","0","1393"
"231","Black Tulip Jersey Cardigan","Black Tulip Jersey Cardigan","WOW! What an outfit! This cardigan has been designed with ruched panels to slenderise and flatter, and makes a stunning outfit worn with its matching mesh print skirt, with 16 flattering panels. Turquoise and olive lift this jersey, together with lilac velvet ribbon.  Matching black tulip trousers shortly and a new plain jersey skirt in the same print now available by phone","90% viscose 10% polyester","5","9","510565","12f80c44af200d1fc03094a566069f29.jpg","65","100","0","1","1","0","1829"
"207","Moss bow jacket","Moss bow jacket","Buttons and bows on this exclusive  moss green taffeta jacket which perfectly complimnets orchid print silk camisole and skirt, or can be worn to brighten up black.
Unusual bow pockets embellish this jacket fastened with matching  plaited  buttons-sure to be a favourite in your wardrobe

","TBC","1","9","110154","2a146489670b76735d59b112dc970277.jpg","150","0","0","1","1","0","2212"
"189","Burnt orange blossom devoree Skirt","Burnt orange blossom devoree Skirt","Satin lattice gives an instant update to this leaf design silk rich skirt. Combine with matching blouse for \"faux \" dress or cosy up with burnt orange knit. A silver silk cami and black jacket change the look to New York city chic. (69.0675.)

","silk/viscose","3","10","390360","b64621b79c613f27bbc4b568cd5f7615.jpg","85","125","0","1","1","0","1514"
"190","Black fold trim v-neck blouse","Black fold trim v-neck blouse","Japanese influence is clear in the trimming of this delightful crease resistant fully lined georgette blouse. Origami \"pleated\" silk meanders around the neckline, with this season's fashionable puff sleeve completing this \"must-have\" blouse. (30.0314.)
","TBC","6","9","610663","0e9aae20445002a9038db9b8fd084cc9.jpg","85","0","0","1","1","0","1237"
"191","Burnt orange satin cami","Burnt orange satin cami  (reduction Jan only)","Origami envelopes feature a delightful button trim and make this stretch silk blouse turn heads on the dullest day. Pure silk with a touch of elastane will make you want to buy this in silver or orchid.-or perhaps all three.. 
","95%silk 5%viscose","6","9","610676","9c3d4ab56fc64f8fbdadef3f863791ff.jpg","55","75","0","1","1","0","546"
"192","Charcoal stitched dart detail trouser","Charcoal stitched dart detail trouser","Classic with a twist, the attention to detail on these anthracite tailored trousers is so imaginative with button embellished tabs and self stitching. Our heavy weight crepe will see you through autumn and winter whether teamed with burnt orange jumper  or gray lace twinset. (490470 & 690700-690701)
","72%triacetate 28% polyester","2","12","290253","ea66a4b1c806ccfee491199b304f1f6f.jpg","110","0","0","1","1","0","810"
"193","Orchid/black peony print silk skirt","Orchid/black peony print silk skirt","Silk devoree print is embellished with tonal beads to turn heads for every occasion. Orchid and taupe peonies nestle on a black background in this entrancing skirt designed to slim and skim the hips.  Match with ruffled camisole and  cover up , with a touch of sparkle. (cami 610668- Coverup 610659)
","Silk/ viscose","3","9","310356","36f5a20d141d564a538f83f659618748.jpg","145","0","0","1","1","0","3487"
"194","Orchid/black peony print silk cami","Orchid/black peony print silk cami","Dark as night,  this silk devoree camisole is lifted by orchid  and taupe peonies and highlighted with a touch of sparkle. Decollete is emphasised with feminine frills, and can be worn solo or as part of our unique silk devoree ensemble. ( skirt 310356 coverup 610659)
","TBC","6","9","610668","913ddb79fbd2abb273a620e1797f0e37.jpg","75","0","0","1","1","0","1965"
"195","Orchid/black peony print frill trim beaded shrug","Orchid/black peony print frill trim beaded shrug","Flowers float across  this stunning silk devoree cover-up, synonymous with romance. Feminine ruffles and sequin embellishment make a big impression, worn with its matching skirt and camisole or as a striking jacket to lift that black. (61.0659. & 20.0201)
","TBC","6","9","610659","b1ed1bcb124306a1a55f6ced7947904c.jpg","110","0","0","1","1","0","2406"
"196"," Orchid Stretch silk camisole","Orchid Stretch silk camisole","Tiny envelopes grace the neckline of this delightful silk top in orchid.  Partner with our silk devoree beaded skirt for evening elegance or use for your cruise with our silk border print skirt ( 310350) NEW LOWER PRICE
","TBC","6","9","610655","14b5c766fd9e91104f4f23ed17e8793d.jpg","75","75","0","1","1","0","791"
"197","Silver Stretch silk Camisole","Silver stretch silk Camisole","Try a new take on  pure silk .Combined with elastane to make your most flattering camisole, tiny  \"envelopes\" emphasise the sweetheart  neckline -the epitome of urban chic in understated silver grey.  By day with grey tailoring, or by night with kingfisher printed silk.  Add  another camisole in  feminine orchid or flamboyant burnt orange NEW LOWER PRICE
","95% silk 5% elastane","6","10","610672","09e398adc6465396a25db949b52d890a.jpg","50","75","0","1","1","0","1251"
"198","Kingfisher/black ribbed shrug/cardigan","Kingfisher/black ribbed shrug/cardigan","When less is more, choose a bold shape in striking colours. Stripes combine to make this showstopping cardigan, shaped to flatter in  dramatic kingfisher and deepest black.  Dazzle with kingfisher jersey  and black eyelet pants for a glamourous entrance
","100% viscose","4","9","410401","8c4dc7b173d457a00970678f89dbca1d.jpg","95","0","0","1","1","0","806"
"199","Kingfisher/black embroidered jersey  with 3/4 length sleeve","Kingfisher/black embroidered jersey","Kingfisher jersey is fashioned into sweetheart neck and three-quarter length sleeved top. Black flowers are embroidered onto this signature chesca jersey to make day or evenings memorable. 
","TBC","5","10","510550","509038ee17fce03c9b8d171089d27e26.jpg","45","0","0","1","1","0","714"
"200","Perrier spot trim jersey top","Perrier spot trim jersey top","Spot silk georgette combines with jersey to make a feminine and flowing romantic combination, Ruched sleeves and square collar has beautiful bow trim, to  give a tantalising twist to this jersey top. Elegant with black pants but the  matching silk skirt makes a purr-fect oufit.(see 31.0353.)  
","TBC","5","9","510562","249d15865bb313d874d27a3098a857b1.jpg","75","0","0","1","1","0","1046"
"201","Perrier spot skirt","Perrier spot skirt","Effervescent bubbles of  kingfisher, grey and  ivory give a wow factor to  this beautiful silk georgette skirt Clever bias cutting with curvy hip detail ensures a slim silhouette. Balanced to perfection with feminine jersey combining fluid jersey and matching silk georgette (see 510562)
","TBC","3","9","310353","40bb6bc8cae529e943a8d9ce16b92af4.jpg","125","0","0","1","1","0","1760"
"202","Black mesh floral ribbon work cardi","Black mesh floral ribbon work cardi","Embroidered to turn heads, this unique black mesh jersey is tastefully embellished with taupe ribbon flowers for an evening top you will never want to take off.  With plain black or its matching camisole (510564) to make an indispensible twinset
","TBC","5","10","510563","3fbbf6c880aa3d442da3f52e6de5c51e.jpg","75","0","0","1","1","0","981"
"203","Black mesh floral ribbon work camisole","Black mesh floral ribbon work cami","Embroidered ribbon in taupe over black is fashioned to make a unique top to be worn with taupe or black skirts and trousers.  Matching cardi (510563)  makes an indispensible twinset, designed to turn heads.

","TBC","5","10","510564","47ad9e6fd76071f38df7333aa2196f1a.jpg","65","0","0","1","0","0","831"
"204","Burnt orange Stripe & Rosette Trim Cardigan(reduction ends this week)","Burnt orange Stripe & Rosette Trim Cardigan","Turn heads in our outstanding V cardigan in sumptuous soft viscose knit, withcontrasting stripes trimming collar and cuffs and delightful rosette trim Wear with our silk devore skirt in burnt orange/grey and black  or with flattering tailored trousers (200204)
","TBC","4","0","410456","a5aa2190dde236e8a43d166a9b49cc92.jpg","50","75","0","1","1","0","634"
"205","Orchid Stripe & Rosette Trim Cardigan (reduction  ends this week)","Orchid Stripe & Rosette Trim Cardigan","Wow the crowds in our orchid  v cardigan in soft viscose knit with contrast stripes trimming collar and cuffs, and delightful rosette trim.
Try with flattering tailored trousers or stitched skirt.
Prefer burnt orange, see related itemss

","TBC","4","12","410455","005bb9a95ff6f7e243c51fdbe56f17ab.jpg","50","75","0","1","1","0","1481"
"206","Stunning Black Skirt","Stunning Black Skirt","Stunning silky skirt with twin stitched detail to emphasise its sensuous shape. Unique polyester fabric designed to look like silk but with easy care quality.  Partner with cosy knit for chic daytime or  with party piece  for glamorous nights.
","100% polyester, fully lined","3","9","310355","6d07c4cf6ddb7e495900b97b6a89930b.jpg","125","0","0","1","1","0","1615"
"208","Ivory/Black floral print button trim cami","Ivory/Black floral print button trim cami","Floral monochrome silk top can be combined with our border ivory silk skirt with  orchid flower border to \"make\" a \"dress\" . Ivory/black print lifts any outfit and the little pleats are buttoned to draw attention to your lovely decollete. 
","TBC","6","10","610674","6b56a319d424a522c4ef8ed1b3558821.jpg","70","0","0","1","1","0","487"
"209","Print silk tunic blouse","Print silk tunic blouse","A bouquet of flowers tumble across this elegant tunic blouse , to fit and flatter your curves
Orchid and moss are embellished with a sprinkle of glittering rhinestones , making this black silk blouse perfect for any ocassion","100% Silk","6","9","610654","c9e65a098bcd3cd8e3dbbb7ea38b7494.jpg","65","95","0","1","1","0","1261"
"216","Taupe/black ribbed shrug/cardigan","Taupe/black ribbed shrug/cardigan","When less is more, choose a bold shape in striking colours. Stripes combine to make this showstopping cardigan, shaped to flatter in taupe and deepest black.","100% viscose","4","10","410400","dd5984dcfc5c2ab329e9c9bd999911aa.jpg","95","0","0","1","1","0","1378"
"211","Damson Stretch Silk Satin Blouse","Damson Stretch Silk Satin Blouse","Shimmer in this flattering damson  silk vest- the perfect accompaniment for your autumn suit or silk 2 piece.
Silk with the addition of elastane , is perfect to skim over your curves. Available as well in red, become a silk addict!","95% silk / 5%viscose","6","12","610662","dc6add24c07c466f28ab7c899bbb6a9e.jpg","50","70","0","1","1","0","495"
"212","Tailored Trousers","Tailored Trousers","Tailored trousers will prove a worthwhile investment for years to come, in luxurious \"latte\"  Worn with matching camisole and bow trimmed jacket, these trousers in quality satin back crepe will take you out to dinner or even the most glamorous ocassion.   ","72% triacetate 28% polyester","2","10","210254","ec136d412bf44279a32eb8969050945e.jpg","110","0","0","1","1","0","1292"
"213","Mink satin back crepe camisole","Mink satin back crepe camisole","Complete your ensemble with this oh so flattering camisole, designed to skim over your curves, not cling.
\"latte\" satin back crepe drapes into this elegant piece which will match our printed skirt (shown on upcoming collections) . Together, the print silk blouse and skirt and the trouser suit make five pieces which can ring the changes for every ocassion","72% triacetate 28%polyester","6","10","610687","15a2779b2915763e651c232e0420e5ec.jpg","55","0","0","1","1","0","796"
"214","Bow Trim Tailored Crepe Jacket","Bow Trim Tailored Crepe Jacket","Buttons and bows on this exclusive \"latte\" satin back crepe  jacket which perfectly compliments  camisole and trouser, or can be worn to tone your favourite black trouser. Unusual bow pockets embellish this jacket fastened with matching plaited buttons-sure to be a favourite in your wardrobe","72% Triacetate, 28% Polyester ","1","9","110161","fdb4bd0e992f873a0a6459d8a209b48d.jpg","175","0","0","1","1","0","1738"
"312","Truffle Daisy Petal Trim Jacket","Truffle Daisy Petal Trim Jacket","Luxe fabric with unique embroidery. Combine with truffle/ivory embroidered lace skirt (style number 32037) and matching cami (style number 620625).","100% Silk. Lining 100% Acetate.","1","9","120102","48725339eab2dec713c267238f0287ff.jpg","250","0","0","1","1","0","44"
"218","Kingfisher abstract floral silk skirt","Kingfisher abstract floral silk skirt","Kingfisher and silver combine in this feminine silk  rich skirt which will be perfect for late summer parties or to brighten up a dull autumn day.  A dazzling double act with match camisole and cover up,  or worn with silver twinset you are set for the season in this vivid skirt, with just a touch of sparkle. (see 610650. & 610671.)
","70%silk / 30%viscose","3","9","310352","6293a2e4880485229eb5e282dc512927.jpg","145","0","0","1","1","0","1507"
"219","Kingfisher abstract floral silk cami","Kingfisher abstract floral silk cami","Silk rich sleeveless blouse gives an instant update or combines with matching coverup and skirt for a luxury ensemble which will turn heads for every occasion. (see 610650. & 310352.)
","70%silk / 30%viscose","6","9","610671","09955f002da84c619fcb8a8f627fc63d.jpg","75","0","0","1","1","0","739"
"220","Kingfisher abstract floral silk shrug","Kingfisher abstract floral silk shrug","Silk rich coverup in dramatic kingfisher reflected in an autumn seascape is a loose kimono style, so easy to just slip on. Combined with black or to make an entrance with matching cami and skirt, this will see you through the season in style. (see 610671. & 310352.)
","70%silk / viscose","6","10","610650","06ef16d1d0d63232618e4b2182654de0.jpg","115","0","0","1","1","0","1156"
"221","Grey Long Sleeve with black lace trim ","Grey Long Sleeve with black lace trim","Glorious grey is flavoured with  black scalloped lace at neckline and cuffs. This exquisite scalloped lace enhances a jersey which will make you superchic for day into night and together with unique double front, will as the saying goes, accentuate all that is positive.","91%viscose / 9%elastane","5","12","510552","00c37c7fa2f9dad1c8ef34c68e77207a.jpg","55","55","0","1","1","0","787"
"222","Floral motif cardigan","Floral motif cardigan","Flamboyant flowers with subtle bead embellishment dance over this luxurious cardigan. Natural cotton and cosy cashmere combine to make this most special cardi in your winter wardrobe.
","95%cotton, 5%cashmere","4","10","410452","58fbd499dcec720105d5d7c5a77bdf17.jpg","85","0","0","1","1","0","649"
"223","Violet/silver silk devore blouse","Violet/silver silk devore blouse","Silk is so special, in precious silver and shimmering violet. Black silk georgette insert adds panache to this bell sleeve which can combine with black pants for that dinner date or its matching print skirt (390363). Modesty camisole","70%Silk / 30% viscose","6","9","690678","785d395bc2c5dc063ce86f50a67eb1de.jpg","70","100","0","1","1","0","1680"
"224","Violet / silver silk devore skirt","Violet / silver silk devore skirt","Precious silver and shimmering violet intertwine to make this oh so special silk rich skirt with black silk georgette insert. Acetate lining.
","Silk / viscose","3","10","390363","9d45a0da164b07c8cb7f7f610f4e5cfb.jpg","95","135","0","1","1","0","1627"
"257","Black saddle stitch jacket","Black saddle stitch jacket","Saddle stitching adds a twist to tailored jacket, with a difference. Essential with matching skirt (style number 310360), as well as matching trouser (style number 210252). Dress up for the office, or combine with jeans for work.","100% Polyester. Lining 100% Polyester","1","12","110153","3e946742b43c309d7190188e5c323f2b.jpg","195","0","0","1","1","0","780"
"226","Black tulip  print mesh skirt","Black tulip  print mesh skirt","A winter wonderland of misterious  flowers and trees create havoc in this multipanelled skirt.  Unusual multipanel lining adds flair, making this the most feminine skirt in your wardrobe.
","100% polyester","3","9","310363","04afac521ab699e234dd5796c0cd8eef.jpg","145","0","0","1","1","0","2828"
"227","Silk devore blouse-champagne/blk cherry","Silk devore blouse","Silks and satins, buttons and bows-the most feminine blouse in your wardrobe. A head turning outfit when worn with matching skirt-or go casual when worn with satin back crepe trousers and our signature waterfall cardigan","Silk/viscose","6","10","610682","29c6bf2925edfbce0523a644eaa45ee6.jpg","85","0","0","1","1","0","1421"
"228","Silk Skirt - Champagne/\\blk Cherry","Silk Skirt - Champagne/Aubergine","Dreamy skirt, designed to make the least of your curves. So pretty with matching blouse (610682) or try with our beautiful black cherry jersey for less formal ocassions (510550).","Silk/viscose","3","9","310362","1dbf59944f5a078a518c0d0d13287ff7.jpg","145","0","0","1","1","0","2912"
"229","Black cherry ribbed cardigan","Black cherry ribbed cardigan","Our signature waterfall ribbed cardigan, will flatter and fit the curviest lady . Selected by leading fashion magazines, this cardigan is made in 4 sizes, but fits everyone from a 10-26. Redefine your curves in black tulip, and look out for this long line cardi in new seasonal essentials-  black and cardinal. Stunning with our silk viscose blouse and \"latte\" trousers, as pictured-or with matching black cherry jersey 510560","100% Viscose","4","12","410454","efbac25ae451454b683d8293d3838bc5.jpg","85","0","0","0","0","0","853"
"230","Black Tulip jersey with chiffon pleat trim ","Black Tulip jersey with chiffon pleat trim","Flattering jersey with pleats and chiffon flowers at the neckline.  This jersey looks stunning with our unique mesh skirt or with black tulip tailored trousers","91%viscose 9%elastane","5","10","510560","e5573993f0ee0136df99b1a1eef560ab.jpg","50","50","0","1","1","0","1103"
"232","Aubergine Luxury Quilted 3/4 length Jacket","Aubergine Luxury Quilted 3/4 length Jacket","Zip it up this season with this luxurious cartwheel design quilted coat , which ensures a glamorous arrival at your destination. All the staff at chesca are looking forward to stepping out this autumn in this chich, but cosy jacket.","100% polyester","1","12","110155","92c52f09a3b2b888ec4499942bc2aa69.jpg","120","155","0","1","1","0","1822"
"233","Scarlet Knit with black tab ","Scarlet Knit with black tab (web exclusive)","Cosy knit in vivid red to brighten up dismal  mornings.  Unusual sweetheart neckline is edged with black and a little tab with black trim , perfect for work or weekends","100% Viscose","4","10","410460","0e2416da60f85bbb5be96add1d8a9dde.jpg","70","0","0","1","1","0","700"
"234","Moss Diamond  Design Jacquard Jacket","Moss Diamond  Design Jacquard Jacket","Diamonds are forever!  This delightful jacket is the epitome of easy chic!.This opulent Italian wool jacquard, dressed up or down,in style worn loose or cinched in with patent belt.. fantastic for autunn..","34% polyester 35% polyacrylic 31% cotton","1","9","110158","ac67eca39264c587387c3fa79db51310.jpg","145","0","0","1","1","0","1333"
"235","Scarlet Ribbed Waterfall Cardigan","Scarlet Ribbed Waterfall Cardigan","Our signature waterfall ribbed cardigan, will flatter and fit the curviest lady . Selected by leading fashion magazines, this cardigan is made in 4 sizes, but fits everyone from a 10-26. Redefine your curves in scarlet , and look out for this long line cardi in new seasonal essentials- black( 490450), and beautiful black tulip, together with vivid scarlet.  This colour is exclusive to web  for September","100% viscose","4","9","410461","260d9a4c41890f0c7d7e0f4174cdd66c.jpg","85","0","0","1","1","0","1223"
"237","Scarlet Coat (limited period)","Scarlet Coat","Paint the town red with Chesca this season with our long-awaited coat featured in Woman & Home (October issue) \"Inside out seaming\" and double collar are key details this autumn. Together with the detachable flower embellishment makes a wonderful \"must-have\"
Please phone if you would like this coat in BLACK

Also Available on Black (call us on 0207 6093434!)","60% Viscose 40% Wool","1","12","110165","5886a353e84a5ddff905b891f5639e61.jpg","125","165","0","1","1","0","3741"
"238","Chartreuse jersey","Chartreuse jersey","Smocking is used to trim the portrait neckline on this flattering long sleeved jersey. Also available in black (style number 510558)


","92% viscose, 8% elastane","5","12","510559","db40580c914126635e5b9ccef0304a2a.jpg","50","0","0","1","1","0","468"
"239","Chartreuse/damson/charcoal embroidered wool mix coat","Chartreuse/damson/charcoal embroidered wool mix coat","Shawl collar coat in unique \"scribbles\" of wool yarn will lift your spirits on the lengthening autumn days.
Luxe fabric is fully lined and will match our grey trousers beautifully -another pic can be seen in December \"Woman and Home\"","80% polyester, 10% acrylic, 6% wool mix, 4% polyamide","1","12","110170","6e4a89ae6fe7c5343c95ee18c05f7a1c.jpg","225","0","0","1","1","0","1185"
"240","Sage fan trim knit","Sage fan trim knit","Unique assymetrical lustrous fan trim fills in the curvy neckline of this figure enhancing cosy jumper.  ","Knit 100% viscose, trim poyester","4","12","410469","e1a282548c4befc53ac19911a4424d68.jpg","75","0","0","1","1","0","447"
"241","Silver quilted jacket","Silver quilted jacket","Zip it up this season with this luxurious quilted jacket. Play with texture and shape in this outstanding jacket which will take you from day into night!","100% polyester","1","12","110160","f88af0c29540214a0e97610ea416472d.jpg","155","0","0","1","1","0","717"
"242","Grey rose jacket","Grey rose jacket","Roses bloom over this delightful grey 3/4 length coat casual jacket with button trim on cuffs and back vent.","65% wool, 35% polyester","1","12","110167","8dd0ed5759d2f07522f62c3bd037ae30.jpg","100","165","0","1","1","0","954"
"243","Pearl rose silk mix dress","Pearl rose silk mix dress","Dance the night away in this beautiful pearl grey dress fashioned in silk devoree, with delicate damson blooms.(See style number 610691 for matching jacket)","48% silk, 52% viscose","7","9","710758","7070327458460bcb52e98685fec2ad6c.jpg","185","0","0","1","1","0","4265"
"244","Pearl rose silk mix jacket","Pearl rose silk mix jacket","Co-ordinating silk devore cover up with frill hem teams with exquisite silk dress in pearl grey with damson roses (See style number 710758). For a less dressy alternative try with silk cami in silver grey or damson.","48% silk, 52% viscose","6","9","610691","b8688ca735cdeea26dc9a025a1e0ee74.jpg","95","0","0","1","1","0","2393"
"245","Black satin strips skirt","Black satin strips skirt","Satin strips are created into flattering A line skirt which can combine with satin blouse to make a slender silhouette.","100% polyester","3","12","310367","5720a27700b4820f37a81764f133f3df.jpg","95","145","0","1","1","0","799"
"246","Black jacket with orchid flowers","Black jacket with orchid flowers","Tailored black jacket embellished with orchid flowers, ensures that you will stand out from the crowd. With black trousers or slender skirt, this season's ultimate jacket for the sophisticated shopper.
DID YOU SEE THIS JACKET WORN BY lADY THORNTON IN THE HOUSE OF LORDS THIS WEEK?","86% polyester, 14% polyacrylic. Lining 100% polyester","1","9","110150","3868a750b5bb0862a3f846586d282983.jpg","195","0","0","1","1","0","1727"
"247","Embroidered quilted coat","Embroidered quilted coat","Warmth without weight! Exclusive silver embroidery swirls over this fun loving knee length coat, fastening with double opening zip. Sophisticated by night, stunning by day, this coat ticks all the boxes!

Exclusive website offer this month.","100% polyester","1","12","110159","9622e0f109f316feab7d0529b944b4e3.jpg","155","195","0","1","1","0","2627"
"297","Black printed piped trim mesh camisole","Black printed piped trim mesh camisole","Sophisticated ribbon trimmed mesh lined cami forms part of a three piece ensemble with matching skirt (style number 310674) and shrug (style number 610678).","Shell / Trim / Lining 100% Polyester.","6","9","610679","506af37cca29482acd8a8f21981bccc2.jpg","95","0","0","1","1","0","259"
"249","Flower jersey cardi","Flower jersey cardi","Best seller!  Floral jersey waterfall jacket is a stunning addition to any wardrobe. Smart for work or play, teamed with black or its own matching camisole to make a dramatic alternative to a suit for work.","100% viscose","5","12","510566","b36d3088057533aa2f4a078a93e41fce.jpg","75","0","0","1","1","0","740"
"250","Print Ivory / Black Stripe Frill Shrug","Print Ivory / Black Stripe Frill Shrug","Waterfall or knotted, this shrug will lift any outfit, from LBD or silk cami. Buy any one of the amazing colours  and you have a new wardrobe! This shrug is unique cream and black floral print which is both washable and packable as well.","100% Polyester","6","12","610680","63bf4a6fef230757d990a31118b34d0f.jpg","65","0","0","1","1","0","371"
"251","Mink Frill Trim Shrug","Mink Frill Trim Shrug","Waterfall or knotted, this shrug will lift any outfit, from LBD or silk cami. Buy any one of the amazing colours or all 4 and you have a new wardrobe! Infinitely washable and packable as well.","100% Polyester","6","12","610688","eba8882b749053cef703448c44fd2c72.jpg","65","0","0","1","1","0","308"
"252","Blush Frill Trim Shrug","Blush Frill Trim Shrug","Waterfall or knotted, this shrug will lift any outfit, from LBD or silk cami. Buy any one of the amazing colours or all 4 and you have a new wardrobe! Infinitely washable and packable as well.","100% Polyester","6","12","610689","d437c64f2db46a7250bc49aa33509a86.jpg","65","0","0","1","1","0","248"
"253","Orchid Frill Trim Shrug","Orchid Frill Trim Shrug","Waterfall or knotted, this shrug will lift any outfit, from LBD or silk cami. Buy any one of the amazing colours or all 4 and you have a new wardrobe! Infinitely washable and packable as well.","100% Polyester","6","12","610690","79194ead1f7be4f7b1780c1e3a647b78.jpg","65","0","0","1","1","0","360"
"254","Black cherry fan trim jumper","Black cherry fan trim jumper","Unique fan trim fills in the curvy neckline of this figure enhancing long sleeve jumper.  Drapy viscose knit in black cherry looks divine with matching trouser available mid October or exclusive mesh print skirt","Knit 100% viscose, trim polyester","4","12","410464","ac05bcb4e3c30981cc3a26c844038ecf.jpg","75","0","0","1","1","0","592"
"255","Ruby red pleat stretch satin camisole","Ruby red pleat stretch satin camisole","Shimmer in this flattering ruby red silk vest- the perfect accompaniment for your autumn suit or silk 2 piece. Silk with the addition of elastane , is perfect to skim over your curves. Available as well in damson, become a silk addict!
","95% silk / 5%viscose","6","12","610656","93f2ab22cd4798661fb1a2b33d516a90.jpg","70","0","0","1","1","0","243"
"256","Black cherry mock link tab trim trouser","Black cherry mock link tab trim trouser","Flattering tailored trouser designed to compliment your curves. Looks great teamed with black cherry top (style number 510560).","100% Polyester","2","12","210257","bd47854ee0b02b702cf7eb05b1c1ad01.jpg","70","95","0","1","1","0","822"
"258","Black Saddle stitch dart trim trouser","Black Saddle stitch dart trim trouser","Saddle-stitched darts add emphasis to the shape of these slick tailored trousers. Worn with matching jacket (style number 110153) to make a suit, or with any of our delightful knits, this is an all the year round essential.","100% Polyester","2","12","210252","45eb3c5d267c6da45429246a5933e19d.jpg","125","0","0","1","1","0","479"
"259","Black saddle stitch pleat trim skirt","Black saddle stitch pleat trim skirt","Kick pleats make this elegant skirt a favourite in your wardrobe. Chevron saddle stitch trim matches our tailored jacket (style number 110153).Add tailored trousers, with saddle stitch waist","100% polyester. Lining 100% acetate.","3","12","310360","347dea26d52a4913116676ebe6ce8c53.jpg","130","0","0","1","1","0","969"
"260","Black  Ruched neckline  jersey (limited size range available)","Black  Ruched neckline  jersey","This season's quilting design combines with uniquely flattering neckline in black jersey, designed to emphasise a beautiful decolettage. Worn with red, kingfisher or monochrome cardi - an editor's favourite. Also available in chartreuse (style number 510559).

","92% Viscose,  8% Elastane.","5","12","510558","ad797543f2bb9486976168dfceb64126.jpg","50","0","0","0","0","0","639"
"262","Mink floral devoree cinderella/bead trim skirt","Mink floral devoree cinderella/bead trim skirt","Scrumptious silk rich cinderella skirt. Will take you to any occasion when teamed with matching shrug (style number 610678) and cami (style number 610679).","60% Silk, 40% Viscose. Lining 100% Polyester.","3","9","310361","0d2cd7c2d733e8dd01a5e81c836cf701.jpg","155","0","0","1","1","0","3519"
"263","Mink floral devoree cinderella/bead trim shrug","Mink floral devoree cinderella/bead trim shrug","Silk rich cover-up perfect for late summer parties, or to brighten up a dull autumn day. Can be worn with matching cami (style number 610679) over trousers, or with matching skirt (style number 310361) for occasion dressing.","60% Silk, 40% Viscose.","6","9","610678","9da807c542f8fc8e4300ab65c7ab3cee.jpg","100","0","0","1","1","0","2313"
"264","Mink floral devoree cinderella/bead trim cami","Mink floral devoree cinderella/bead trim cami","Delicate silk rich cami. The perfect underpiece for any tailoring. Can be worn with matching shrug (style number 610678) over trousers or with matching skirt (style number 310361) for occasion dressing.","60% Silk, 40% Viscose. Lining 100% Polyester.","6","9","610679","9623e8f70f506f242f35c9ae02389a41.jpg","75","0","0","1","1","0","1360"
"265","Damson smock pearl trim cardigan","Damson smock pearl trim cardigan","One of the autumn season's colour trends. This damson delicately smocked trim cardigan is trimmed with pearls for emphasis.","70% Viscose, 30% Polyamide.","4","12","410451","6ac10684dae574970811a2eae78d3378.jpg","75","0","0","1","1","0","447"
"266","Ruby red wavy stripe waterfall devoree shrug","Ruby red wavy stripe waterfall devoree shrug","Inject colour and vitality into your wardrobe with our fabulous silk devoree waterfall jacket. Wavy lines of brown, black and ivory undulate over red background to brighten up your autumn neutrals.","70% Silk, 30% Viscose.","6","10","610692","00be5bcacbcf16acb916687568e87871.jpg","110","0","0","1","1","0","1430"
"267","Abstract Floral Shrug","Abstract Floral Shrug","Monochrome cardigan with a border abstract floral design. Looks great worn loose or belted, or for a more unusual slant, wear it wrapped and fastened on one shoulder.","100% Cotton","4","0","410458","1cec9a3f5438cd8644c80e2e1dd3645d.jpg","95","0","0","1","1","0","705"
"268","Charcoal satin flower trim jumper (limited size range-coming back into stock July)","Charcoal satin flower trim jumper","The unusual asymmetric collar on this jumper combined with it's satin corsage trim make it an instant success.
Look out for black version in July)","70% Viscose, 30%  Nylon.","4","12","410465","0bb6040478a41e6492299994e2c3baa4.jpg","80","0","0","1","1","0","566"
"269","Mid grey ribbed cardigan","Mid grey ribbed cardigan","Cosy up to the autumn chill with this ultra soft ribbed cardigan. Looks great worn loose or clinched at the waist with a patent belt.","40% Viscose, 25% Wool, 25% Nylon, 10% Angora","4","12","410468","cffd612343f2104bb93b1cc577c3fcae.jpg","85","0","0","1","1","0","473"
"270","Black dart detail trouser","Black dart detail trouser","Tailored black trousers are darted to give you a stunning shape in these luxury trousers, whatever your size. Tiny welt pocket is beautifully crafted to add a touch of class!","100% Polyester. Lining 100% Acetate.","2","12","200204","40f80da903559cc625b4dd3b033248af.jpg","105","0","0","1","1","0","544"
